timestamp,hujan_bogor,hujan_jakarta,tma_manggarai,hour,day_of_week,day_of_month,month,is_weekend,hour_sin,hour_cos,day_sin,day_cos,month_sin,month_cos,total_rainfall,rainfall_diff,rainfall_ratio,bogor_lebat,bogor_nan,bogor_ringan,bogor_sangat_lebat,bogor_sedang,jakarta_lebat,jakarta_nan,jakarta_ringan,jakarta_sangat_lebat,jakarta_sedang,hujan_bogor_lag_1h,hujan_bogor_lag_2h,hujan_bogor_lag_3h,hujan_bogor_lag_6h,hujan_bogor_lag_12h,hujan_bogor_lag_24h,hujan_jakarta_lag_1h,hujan_jakarta_lag_2h,hujan_jakarta_lag_3h,hujan_jakarta_lag_6h,hujan_jakarta_lag_12h,hujan_jakarta_lag_24h,total_rainfall_lag_1h,total_rainfall_lag_2h,total_rainfall_lag_3h,total_rainfall_lag_6h,total_rainfall_lag_12h,total_rainfall_lag_24h,hujan_bogor_rolling_3h_mean,hujan_bogor_rolling_6h_mean,hujan_bogor_rolling_12h_mean,hujan_bogor_rolling_24h_mean,hujan_jakarta_rolling_3h_mean,hujan_jakarta_rolling_6h_mean,hujan_jakarta_rolling_12h_mean,hujan_jakarta_rolling_24h_mean,total_rainfall_rolling_3h_mean,total_rainfall_rolling_6h_mean,total_rainfall_rolling_12h_mean,total_rainfall_rolling_24h_mean,tma_manggarai_lag_1h,tma_manggarai_lag_2h,tma_manggarai_lag_3h,tma_manggarai_lag_6h
1970-01-01 00:00:00.000000000,0.8,0.2,59.05,0,3,1,1,0,0.0,1.0,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,1.0,0.6000000000000001,3.9999800000999994,False,False,True,False,False,False,False,True,False,False,0.1,0.0,0.5,0.0,0.0,0.8,0.2,0.5,0.2,0.4,0.0,0.0,0.30000000000000004,0.5,0.7,0.4,0.0,0.8,0.3,0.39999999999999997,0.3,0.21250000000000002,0.3,0.2833333333333333,0.3833333333333333,0.8791666666666668,0.6000000000000002,0.6833333333333335,0.6833333333333332,1.0916666666666666,59.65,59.7,61.9,61.3
1970-01-01 00:00:00.000000000,0.5,0.1,58.8,0,3,1,1,0,0.0,1.0,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0.6,0.4,4.999950000499995,False,False,True,False,False,False,False,True,False,False,0.8,0.1,0.0,0.1,0.0,0.0,0.2,0.2,0.5,0.4,0.2,0.1,1.0,0.30000000000000004,0.5,0.5,0.2,0.1,0.4666666666666666,0.4666666666666666,0.3416666666666666,0.23333333333333336,0.16666666666666666,0.23333333333333336,0.375,0.8791666666666665,0.6333333333333334,0.7000000000000001,0.7166666666666667,1.1125,59.05,59.65,59.7,61.55
1970-01-01 00:00:00.000000000,0.6,0.8,58.7,0,3,1,1,0,0.0,1.0,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,1.4,-0.20000000000000007,0.7499990625011718,False,False,True,False,False,False,False,True,False,False,0.5,0.8,0.1,0.9,0.1,0.0,0.1,0.2,0.2,0.2,0.5,0.4,0.6,1.0,0.30000000000000004,1.1,0.6,0.4,0.6333333333333333,0.4166666666666667,0.3833333333333333,0.25833333333333336,0.3666666666666667,0.3333333333333333,0.39999999999999997,0.8958333333333334,1.0,0.75,0.7833333333333333,1.1541666666666666,58.8,59.05,59.65,61.75
1970-01-01 00:00:00.000000000,0.4,0.2,58.7,0,3,1,1,0,0.0,1.0,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0.6000000000000001,0.2,1.9999900000499997,False,False,True,False,False,False,False,True,False,False,0.6,0.5,0.8,0.5,0.5,0.2,0.8,0.1,0.2,0.2,1.5,1.3,1.4,0.6,1.0,0.7,2.0,1.5,0.5,0.39999999999999997,0.375,0.26666666666666666,0.3666666666666667,0.3333333333333333,0.2916666666666667,0.85,0.8666666666666668,0.7333333333333334,0.6666666666666666,1.1166666666666667,58.7,58.8,59.05,61.9
1970-01-01 00:00:00.000000000,0.1,0.1,58.7,0,3,1,1,0,0.0,1.0,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0.2,0.0,0.9999900000999989,False,False,True,False,False,False,False,True,False,False,0.4,0.6,0.5,0.0,0.3,0.6,0.2,0.8,0.1,0.5,0.2,1.1,0.6000000000000001,1.4,0.6,0.5,0.5,1.7000000000000002,0.36666666666666664,0.4166666666666667,0.35833333333333334,0.24583333333333335,0.3666666666666667,0.26666666666666666,0.2833333333333334,0.8083333333333335,0.7333333333333334,0.6833333333333335,0.6416666666666667,1.0541666666666667,58.7,58.7,58.8,59.7
1970-01-01 00:00:00.000000000,0.6,0.6,59.7,0,3,1,1,0,0.0,1.0,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,1.2,0.0,0.9999983333361111,False,False,True,False,False,False,False,True,False,False,0.1,0.4,0.6,0.1,0.3,0.6,0.1,0.2,0.8,0.2,0.1,1.0,0.2,0.6000000000000001,1.4,0.30000000000000004,0.4,1.6,0.36666666666666664,0.5,0.3833333333333333,0.24583333333333335,0.3,0.3333333333333333,0.325,0.7916666666666666,0.6666666666666666,0.8333333333333334,0.7083333333333334,1.0374999999999999,58.7,58.7,58.7,59.65
1970-01-01 00:00:00.000000000,0.2,0.5,61.05,0,3,1,1,0,0.0,1.0,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0.7,-0.3,0.3999992000016,False,False,True,False,False,False,False,True,False,False,0.6,0.1,0.4,0.8,0.0,0.1,0.6,0.1,0.2,0.2,0.4,0.6,1.2,0.2,0.6000000000000001,1.0,0.4,0.7,0.3,0.39999999999999997,0.39999999999999997,0.25,0.39999999999999997,0.3833333333333333,0.3333333333333333,0.7875,0.7000000000000001,0.7833333333333333,0.7333333333333333,1.0374999999999999,59.7,58.7,58.7,59.05
1970-01-01 00:00:00.000000000,0.5,0.2,59.85,0,3,1,1,0,0.0,1.0,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0.7,0.3,2.4999875000624994,False,False,True,False,False,False,False,True,False,False,0.2,0.6,0.1,0.5,0.1,0.0,0.5,0.6,0.1,0.1,0.4,0.0,0.7,1.2,0.2,0.6,0.5,0.0,0.4333333333333333,0.4000000000000001,0.43333333333333335,0.2708333333333333,0.43333333333333335,0.39999999999999997,0.31666666666666665,0.7958333333333334,0.8666666666666667,0.7999999999999999,0.75,1.0666666666666667,61.05,59.7,58.7,58.8
1970-01-01 00:00:00.000000000,0.0,0.1,64.35,0,3,1,1,0,0.0,1.0,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0.1,-0.1,0.0,False,True,False,False,False,False,False,True,False,False,0.5,0.2,0.6,0.6,0.9,0.0,0.2,0.5,0.6,0.8,0.2,0.0,0.7,0.7,1.2,1.4,1.1,0.0,0.2333333333333333,0.3,0.35833333333333334,0.2708333333333333,0.26666666666666666,0.2833333333333334,0.30833333333333335,0.7999999999999999,0.5000000000000001,0.5833333333333334,0.6666666666666666,1.0708333333333333,59.85,61.05,59.7,58.7
1970-01-01 00:00:00.000000000,0.0,0.0,65.8,0,3,1,1,0,0.0,1.0,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0.0,0.0,0.0,False,True,False,False,False,False,True,False,False,False,0.0,0.5,0.2,0.4,0.5,0.0,0.1,0.2,0.5,0.2,0.2,0.7,0.1,0.7,0.7,0.6000000000000001,0.7,0.7,0.16666666666666663,0.2333333333333333,0.31666666666666665,0.2708333333333333,0.10000000000000002,0.25,0.2916666666666667,0.7708333333333334,0.2666666666666667,0.4833333333333334,0.6083333333333334,1.0416666666666667,64.35,59.85,61.05,58.7
1970-01-01 00:00:00.000000000,0.1,0.0,68.5,0,3,1,1,0,0.0,1.0,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0.1,0.1,100000.00000000001,False,False,True,False,False,False,True,False,False,False,0.0,0.0,0.5,0.1,0.0,0.0,0.0,0.1,0.2,0.1,0.5,3.2,0.0,0.1,0.7,0.2,0.5,3.2,0.0333333333333333,0.23333333333333336,0.325,0.275,0.03333333333333333,0.23333333333333336,0.25,0.6375,0.06666666666666675,0.46666666666666673,0.5750000000000001,0.9125000000000001,65.8,64.35,59.85,58.7
1970-01-01 00:00:00.000000000,0.4,0.1,70.3,0,3,1,1,0,0.0,1.0,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0.5,0.30000000000000004,3.9999600003999958,False,False,True,False,False,False,False,True,False,False,0.1,0.0,0.0,0.6,0.1,0.0,0.0,0.0,0.1,0.6,0.2,8.1,0.1,0.0,0.1,1.2,0.30000000000000004,8.1,0.16666666666666663,0.20000000000000004,0.3499999999999999,0.2916666666666667,0.03333333333333333,0.15,0.2416666666666667,0.30416666666666664,0.20000000000000007,0.3500000000000001,0.5916666666666667,0.5958333333333333,68.5,65.8,64.35,59.7
1970-01-01 00:00:00.000000000,0.7,1.8,69.55,0,3,1,1,0,0.0,1.0,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,2.5,-1.1,0.3888886728396262,False,False,True,False,False,False,False,False,False,True,0.4,0.1,0.0,0.2,0.8,0.0,0.1,0.0,0.0,0.5,0.2,0.0,0.5,0.1,0.0,0.7,1.0,0.0,0.3999999999999999,0.2833333333333334,0.3416666666666666,0.32083333333333336,0.6333333333333334,0.3666666666666667,0.375,0.37916666666666665,1.0333333333333334,0.65,0.7166666666666667,0.7000000000000001,70.3,68.5,65.8,61.05
